Category	Title	Link	SKU	Price	Image	UPC	Brand	Recommended Browse Node	Description	Manufacturer	Mfr part number	Shipping Cost	Model Number	Shipping Weight		Bullet point1	Bullet point2	Bullet point3	Bullet point4	Keywords1	Keywords2	Keywords3	Keywords4
Printer Ink	Canon PFI-301R Red Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-301R&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-301R	99.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-301R.jpg		Canon	172640	Compatible Canon 1492B001AA (PFI-301R) Red Ink Cartridge	CompAndSave.com	PFI-301R	0	PFI-301R	3									
Printer Ink	Canon PFI-301Y Yellow Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-301Y&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-301Y	99.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-301Y.jpg		Canon	172640	Compatible Canon 1489B001AA (PFI-301Y) Yellow Ink Cartridge	CompAndSave.com	PFI-301Y	0	PFI-301Y	3									
Printer Ink	Canon PFI-302BK Black Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-302BK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-302BK	99.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-302BK.jpg		Canon	172640	Compatible Canon 2216B001AA (PFI-302BK) Black Ink Cartridge	CompAndSave.com	PFI-302BK	0	PFI-302BK	3									
Printer Ink	Canon PFI-302GY Gray Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-302GY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-302GY	99.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-302GY.jpg		Canon	172640	Compatible Canon 2217B001AA (PFI-302GY) Gray Ink Cartridge	CompAndSave.com	PFI-302GY	0	PFI-302GY	3									
Printer Ink	Canon PFI-302MBK Matte Black Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-302MBK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-302MBK	99.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-302MBK.jpg		Canon	172640	Compatible Canon 2215B001AA (PFI-302MBK) Matte Black Ink Cartridge	CompAndSave.com	PFI-302MBK	0	PFI-302MBK	3									
Printer Ink	Canon PFI-302PGY Photo Gray Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-302PGY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-302PGY	99.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-302PGY.jpg		Canon	172640	Compatible Canon 2218B001AA (PFI-302PGY) Photo Gray Ink Cartridge	CompAndSave.com	PFI-302PGY	0	PFI-302PGY	3									
Printer Ink	Canon PFI-701B Blue Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701B&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701B	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701B.jpg		Canon	172640	Compatible Canon 0908B001AA (PFI-701B) Blue Ink Cartridge	CompAndSave.com	PFI-701B	0	PFI-701B	5									
Printer Ink	Canon PFI-701BK Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701BK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701BK	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701BK.jpg		Canon	172640	Compatible Canon 0900B001AA (PFI-701BK) Black Ink Cartridge	CompAndSave.com	PFI-701BK	0	PFI-701BK	5									
Printer Ink	Canon PFI-701C Cyan Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701C&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701C	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701C.jpg		Canon	172640	Compatible Canon 0901B001AA (PFI-701C) Cyan Ink Cartridge	CompAndSave.com	PFI-701C	0	PFI-701C	5									
Printer Ink	Canon PFI-701G Green Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701G&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701G	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701G.jpg		Canon	172640	Compatible Canon 0907B001AA (PFI-701G) Green Ink Cartridge	CompAndSave.com	PFI-701G	0	PFI-701G	5									
Printer Ink	Canon PFI-701GY Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701GY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701GY	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701GY.jpg		Canon	172640	Compatible Canon 0909B001AA (PFI-701GY) Gray Ink Cartridge	CompAndSave.com	PFI-701GY	0	PFI-701GY	5									
Printer Ink	Canon PFI-701M Magenta Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701M&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701M	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701M.jpg		Canon	172640	Compatible Canon 0902B001AA (PFI-701M) Magenta Ink Cartridge	CompAndSave.com	PFI-701M	0	PFI-701M	5									
Printer Ink	Canon PFI-701MBK Matte Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701MBK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701MBK	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701MBK.jpg		Canon	172640	Compatible Canon 0899B001AA (PFI-701MBK) Matte Black Ink Cartridge	CompAndSave.com	PFI-701MBK	0	PFI-701MBK	5									
Printer Ink	Canon PFI-701PC Photo Cyan Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701PC&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701PC	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701PC.jpg		Canon	172640	Compatible Canon 0904B001AA (PFI-701PC) Photo Cyan Ink Cartridge	CompAndSave.com	PFI-701PC	0	PFI-701PC	5									
Printer Ink	Canon PFI-701PGY Photo Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701PGY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701PGY	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701PGY.jpg		Canon	172640	Compatible Canon 0910B001AA (PFI-701PGY) Photo Gray Ink Cartridge	CompAndSave.com	PFI-701PGY	0	PFI-701PGY	5									
Printer Ink	Canon PFI-701PM Photo Magenta Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701PM&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701PM	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701PM.jpg		Canon	172640	Compatible Canon 0905B001AA (PFI-701PM) Photo Magenta Ink Cartridge	CompAndSave.com	PFI-701PM	0	PFI-701PM	5									
Printer Ink	Canon PFI-701R Red Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701R&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701R	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701R.jpg		Canon	172640	Compatible Canon 0906B001AA (PFI-701R) Red Ink Cartridge	CompAndSave.com	PFI-701R	0	PFI-701R	5									
Printer Ink	Canon PFI-701Y Yellow Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701Y&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-701Y	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701Y.jpg		Canon	172640	Compatible Canon 0903B001AA (PFI-701Y) Yellow Ink Cartridge	CompAndSave.com	PFI-701Y	0	PFI-701Y	5									
Printer Ink	Canon PFI-702BK Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-702BK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-702BK	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-702BK.jpg		Canon	172640	Compatible Canon 2220B001AA (PFI-702BK) Black Ink Cartridge	CompAndSave.com	PFI-702BK	0	PFI-702BK	5									
Printer Ink	Canon PFI-702GY Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-702GY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-702GY	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-702GY.jpg		Canon	172640	Compatible Canon 2221B001AA (PFI-702GY) Gray Ink Cartridge	CompAndSave.com	PFI-702GY	0	PFI-702GY	5									
Printer Ink	Canon PFI-702MBK Matte Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-702MBK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-702MBK	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-702MBK.jpg		Canon	172640	Compatible Canon 2219B001AA (PFI-702MBK) Matte Black Ink Cartridge	CompAndSave.com	PFI-702MBK	0	PFI-702MBK	5									
Printer Ink	Canon PFI-702PGY Photo Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-702PGY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-702PGY	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-702PGY.jpg		Canon	172640	Compatible Canon 2222B001AA (PFI-702PGY) Photo Gray Ink Cartridge	CompAndSave.com	PFI-702PGY	0	PFI-702PGY	5									
Printer Ink	Canon PFI-703BK Black Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-703BK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-703BK	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-703BK.jpg		Canon	172640	Compatible Canon 2963B001AA (PFI-703BK) Black Ink Cartridge	CompAndSave.com	PFI-703BK	0	PFI-703BK	5									
Printer Ink	Canon PFI-703C Cyan Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-703C&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-703C	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-703C.jpg		Canon	172640	Compatible Canon 2964B001AA (PFI-703C) Cyan Ink Cartridge	CompAndSave.com	PFI-703C	0	PFI-703C	5									
Printer Ink	Canon PFI-703M Magenta Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-703M&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-703M	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-703M.jpg		Canon	172640	Compatible Canon 2965B001AA (PFI-703M) Magenta Ink Cartridge	CompAndSave.com	PFI-703M	0	PFI-703M	5									
Printer Ink	Canon PFI-703MBK Matte Black Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-703MBK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-703MBK	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-703MBK.jpg		Canon	172640	Compatible Canon 2962B001AA (PFI-703MBK) Matte Black Ink Cartridge	CompAndSave.com	PFI-703MBK	0	PFI-703MBK	5									
Printer Ink	Canon PFI-703Y Yellow Ink Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-703Y&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-703Y	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-703Y.jpg		Canon	172640	Compatible Canon 2966B001AA (PFI-703Y) Yellow Ink Cartridge	CompAndSave.com	PFI-703Y	0	PFI-703Y	5									
Printer Ink	Canon PFI-704B Blue Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704B&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704B	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704B.jpg		Canon	172640	Compatible Canon 3869B001AA (PFI-704B) Blue Ink Cartridge	CompAndSave.com	PFI-704B	0	PFI-704B	2.025									
Printer Ink	Canon PFI-704BK Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704BK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704BK	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704BK.jpg		Canon	172640	Compatible Canon 3861B001AA (PFI-704BK) Black Ink Cartridge	CompAndSave.com	PFI-704BK	0	PFI-704BK	2.025									
Printer Ink	Canon PFI-704C Cyan Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704C&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704C	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704C.jpg		Canon	172640	Compatible Canon 3862B001AA (PFI-704C) Cyan Ink Cartridge	CompAndSave.com	PFI-704C	0	PFI-704C	2.025									
Printer Ink	Canon PFI-704G Green Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704G&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704G	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704G.jpg		Canon	172640	Compatible Canon 3868B001AA (PFI-704G) Green Ink Cartridge	CompAndSave.com	PFI-704G	0	PFI-704G	2.025									
Printer Ink	Canon PFI-704GY Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704GY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704GY	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704GY.jpg		Canon	172640	Compatible Canon 3870B001AA (PFI-704GY) Gray Ink Cartridge	CompAndSave.com	PFI-704GY	0	PFI-704GY	2.025									
Printer Ink	Canon PFI-704M Magenta Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704M&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704M	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704M.jpg		Canon	172640	Compatible Canon 3863B001AA (PFI-704M) Magenta Ink Cartridge	CompAndSave.com	PFI-704M	0	PFI-704M	2.025									
Printer Ink	Canon PFI-704MBK Matte Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704MBK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704MBK	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704MBK.jpg		Canon	172640	Compatible Canon 3860B001AA (PFI-704MBK) Matte Black Ink Cartridge	CompAndSave.com	PFI-704MBK	0	PFI-704MBK	2.025									
Printer Ink	Canon PFI-704PC Photo Cyan Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704PC&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704PC	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704PC.jpg		Canon	172640	Compatible Canon 3865B001AA (PFI-704PC) Photo Cyan Ink Cartridge	CompAndSave.com	PFI-704PC	0	PFI-704PC	2.025									
Printer Ink	Canon PFI-704PGY Photo Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704PGY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704PGY	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704PGY.jpg		Canon	172640	Compatible Canon 3871B001AA (PFI-704PGY) Photo Gray Ink Cartridge	CompAndSave.com	PFI-704PGY	0	PFI-704PGY	2.025									
Printer Ink	Canon PFI-704PM Photo Magenta Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704PM&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704PM	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704PM.jpg		Canon	172640	Compatible Canon 3866B001AA (PFI-704PM) Photo Magenta Ink Cartridge	CompAndSave.com	PFI-704PM	0	PFI-704PM	2.025									
Printer Ink	Canon PFI-704R Red Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704R&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704R	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704R.jpg		Canon	172640	Compatible Canon 3867B001AA (PFI-704R) Red Ink Cartridge	CompAndSave.com	PFI-704R	0	PFI-704R	2.025									
Printer Ink	Canon PFI-704Y Yellow Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704Y&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704Y	139.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704Y.jpg		Canon	172640	Compatible Canon 3864B001AA (PFI-704Y) Yellow Ink Cartridge	CompAndSave.com	PFI-704Y	0	PFI-704Y	2.025									
Printer Ink	Canon PFI-706B Blue Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706B&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706B	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706B.jpg		Canon	172640	Compatible Canon 6689B001AA (PFI-706B) High-Yield Blue Ink Cartridge	CompAndSave.com	PFI-706B	0	PFI-706B	2.11									
Printer Ink	Canon PFI-706BK Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706BK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706BK	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706BK.jpg		Canon	172640	Compatible Canon 6681B001AA (PFI-706BK) High-Yield Black Ink Cartridge	CompAndSave.com	PFI-706BK	0	PFI-706BK	2.12									
Printer Ink	Canon PFI-706C Cyan Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706C&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706C	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706C.jpg		Canon	172640	Compatible Canon 6682B001AA (PFI-706C) High-Yield Cyan Ink Cartridge	CompAndSave.com	PFI-706C	0	PFI-706C	2.13									
Printer Ink	Canon PFI-706G Green Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706G&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706G	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706G.jpg		Canon	172640	Compatible Canon 6688B001AA (PFI-706G) High-Yield Green Ink Cartridge	CompAndSave.com	PFI-706G	0	PFI-706G	2.08									
Printer Ink	Canon PFI-706GY Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706GY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706GY	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706GY.jpg		Canon	172640	Compatible Canon 6690B001AA (PFI-706GY) High-Yield Gray Ink Cartridge	CompAndSave.com	PFI-706GY	0	PFI-706GY	2.12									
Printer Ink	Canon PFI-706M Magenta Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706M&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706M	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706M.jpg		Canon	172640	Compatible Canon 6683B001AA (PFI-706M) High-Yield Magenta Ink Cartridge	CompAndSave.com	PFI-706M	0	PFI-706M	2.13									
Printer Ink	Canon PFI-706MBK Matte Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706MBK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706MBK	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706MBK.jpg		Canon	172640	Compatible Canon 6680B001AA (PFI-706MBK) High-Yield Matte Black Ink Cartridge	CompAndSave.com	PFI-706MBK	0	PFI-706MBK	2.12									
Printer Ink	Canon PFI-706PC Photo Cyan Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706PC&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706PC	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706PC.jpg		Canon	172640	Compatible Canon 6685B001AA (PFI-706PC) High-Yield Photo Cyan Ink Cartridge	CompAndSave.com	PFI-706PC	0	PFI-706PC	2.11									
Printer Ink	Canon PFI-706PGY Photo Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706PGY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706PGY	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706PGY.jpg		Canon	172640	Compatible Canon 6691B001AA (PFI-706PGY) High-Yield Photo Gray Ink Cartridge	CompAndSave.com	PFI-706PGY	0	PFI-706PGY	2.11									
Printer Ink	Canon PFI-706PM Photo Magenta Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706PM&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706PM	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706PM.jpg		Canon	172640	Compatible Canon 6686B001AA (PFI-706PM) High-Yield Photo Magenta Ink Cartridge	CompAndSave.com	PFI-706PM	0	PFI-706PM	2.12									
Printer Ink	Canon PFI-706R Red Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706R&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706R	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706R.jpg		Canon	172640	Compatible Canon 6687B001AA (PFI-706R) High-Yield Red Ink Cartridge	CompAndSave.com	PFI-706R	0	PFI-706R	2.11									
Printer Ink	Canon PFI-706Y Yellow Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706Y&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706Y	149.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706Y.jpg		Canon	172640	Compatible Canon 6684B001AA (PFI-706Y) High-Yield Yellow Ink Cartridge	CompAndSave.com	PFI-706Y	0	PFI-706Y	2.13									
Printer Ink	Canon PG-210 Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-210&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-210	14.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-210.jpg		Canon	172640	Replacement for Canon PG-210 PG210 Black Inkjet Cartridge	CompAndSave.com	PG-210	3.99	PG-210	0.126875									
Printer Ink	Canon PG-210XL Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-210XL&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-210XL	16.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-210XL.jpg		Canon	172640	Replacement for Canon PG-210XL PG210XL High Yield Black Inkjet Cartridge	CompAndSave.com	PG-210XL	3.99	PG-210XL	0.126875									
Printer Ink	Canon PG-240 Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-240&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-240	15.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-240.jpg		Canon	172640	Replacement for Canon PG-240 PG240 Black Inkjet Cartridge	CompAndSave.com	PG-240	3.99	PG-240	0.143125									
Printer Ink	Canon PG-240XL Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-240XL&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-240XL	18.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-240XL.jpg		Canon	172640	Replacement for Canon PG-240XL PG240XL High Yield Black Inkjet Cartridge	CompAndSave.com	PG-240XL	3.99	5206B001	0.151875									
Printer Ink	Canon PG-240XXL Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-240XXL&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-240XXL	23.99	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-240XXL.jpg		Canon	172640	Replacement for Canon PG-240XXL PG240XXL Extra High Yield Black Inkjet Cartridge	CompAndSave.com	PG-240XXL	3.99	5204B001	0.10875									
