Category	Title	Link	SKU	Price	Image	UPC	Brand	Recommended Browse Node	Description	Manufacturer	Mfr part number	Shipping Cost	Model Number	Shipping Weight	Bullet point1	Bullet point2	Bullet point3	Bullet point4	Bullet point5	Keywords1	Keywords2	Keywords3	Keywords4
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-704G Green Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704G&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704G	139.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704G.jpg		Canon	172640	Compatible Canon 3868B001AA (PFI-704G) Green Ink Cartridge	CompAndSave.com	PFI-704G	0.00	PFI-704G	2.025	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Green Color	280 Page Yield @ 5%	Canon	PFI-704G	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-704GY Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704GY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704GY	139.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704GY.jpg		Canon	172640	Compatible Canon 3870B001AA (PFI-704GY) Gray Ink Cartridge	CompAndSave.com	PFI-704GY	0.00	PFI-704GY	2.025	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Gray Color	280 Page Yield @ 5%	Canon	PFI-704GY	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-704M Magenta Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704M&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704M	139.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704M.jpg		Canon	172640	Compatible Canon 3863B001AA (PFI-704M) Magenta Ink Cartridge	CompAndSave.com	PFI-704M	0.00	PFI-704M	2.025	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Magenta Color	280 Page Yield @ 5%	Canon	PFI-704M	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-704MBK Matte Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704MBK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704MBK	139.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704MBK.jpg		Canon	172640	Compatible Canon 3860B001AA (PFI-704MBK) Matte Black Ink Cartridge	CompAndSave.com	PFI-704MBK	0.00	PFI-704MBK	2.025	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Matte Black Color	280 Page Yield @ 5%	Canon	PFI-704MBK	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-704PC Photo Cyan Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704PC&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704PC	139.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704PC.jpg		Canon	172640	Compatible Canon 3865B001AA (PFI-704PC) Photo Cyan Ink Cartridge	CompAndSave.com	PFI-704PC	0.00	PFI-704PC	2.025	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Photo Cyan Color	280 Page Yield @ 5%	Canon	PFI-704PC	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-704PGY Photo Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704PGY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704PGY	139.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704PGY.jpg		Canon	172640	Compatible Canon 3871B001AA (PFI-704PGY) Photo Gray Ink Cartridge	CompAndSave.com	PFI-704PGY	0.00	PFI-704PGY	2.025	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Photo Gray Color	280 Page Yield @ 5%	Canon	PFI-704PGY	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-704PM Photo Magenta Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704PM&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704PM	139.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704PM.jpg		Canon	172640	Compatible Canon 3866B001AA (PFI-704PM) Photo Magenta Ink Cartridge	CompAndSave.com	PFI-704PM	0.00	PFI-704PM	2.025	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Photo Magenta Color	280 Page Yield @ 5%	Canon	PFI-704PM	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-704R Red Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704R&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704R	139.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704R.jpg		Canon	172640	Compatible Canon 3867B001AA (PFI-704R) Red Ink Cartridge	CompAndSave.com	PFI-704R	0.00	PFI-704R	2.025	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Red Color	280 Page Yield @ 5%	Canon	PFI-704R	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-704Y Yellow Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704Y&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-704Y	139.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704Y.jpg		Canon	172640	Compatible Canon 3864B001AA (PFI-704Y) Yellow Ink Cartridge	CompAndSave.com	PFI-704Y	0.00	PFI-704Y	2.025	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Yellow Color	280 Page Yield @ 5%	Canon	PFI-704Y	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706B Blue Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706B&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706B	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706B.jpg		Canon	172640	Compatible Canon 6689B001AA (PFI-706B) High-Yield Blue Ink Cartridge	CompAndSave.com	PFI-706B	0.00	PFI-706B	2.11	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Blue Color	280 Page Yield @ 5%	Canon	PFI-706B	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706BK Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706BK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706BK	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706BK.jpg		Canon	172640	Compatible Canon 6681B001AA (PFI-706BK) High-Yield Black Ink Cartridge	CompAndSave.com	PFI-706BK	0.00	PFI-706BK	2.12	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	280 Page Yield @ 5%	Canon	PFI-706BK	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706C Cyan Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706C&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706C	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706C.jpg		Canon	172640	Compatible Canon 6682B001AA (PFI-706C) High-Yield Cyan Ink Cartridge	CompAndSave.com	PFI-706C	0.00	PFI-706C	2.13	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Cyan Color	280 Page Yield @ 5%	Canon	PFI-706C	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706G Green Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706G&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706G	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706G.jpg		Canon	172640	Compatible Canon 6688B001AA (PFI-706G) High-Yield Green Ink Cartridge	CompAndSave.com	PFI-706G	0.00	PFI-706G	2.08	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Green Color	280 Page Yield @ 5%	Canon	PFI-706G	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706GY Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706GY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706GY	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706GY.jpg		Canon	172640	Compatible Canon 6690B001AA (PFI-706GY) High-Yield Gray Ink Cartridge	CompAndSave.com	PFI-706GY	0.00	PFI-706GY	2.12	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Gray Color	280 Page Yield @ 5%	Canon	PFI-706GY	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706M Magenta Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706M&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706M	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706M.jpg		Canon	172640	Compatible Canon 6683B001AA (PFI-706M) High-Yield Magenta Ink Cartridge	CompAndSave.com	PFI-706M	0.00	PFI-706M	2.13	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Magenta Color	280 Page Yield @ 5%	Canon	PFI-706M	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706MBK Matte Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706MBK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706MBK	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706MBK.jpg		Canon	172640	Compatible Canon 6680B001AA (PFI-706MBK) High-Yield Matte Black Ink Cartridge	CompAndSave.com	PFI-706MBK	0.00	PFI-706MBK	2.12	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Matte Black Color	280 Page Yield @ 5%	Canon	PFI-706MBK	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706PC Photo Cyan Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706PC&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706PC	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706PC.jpg		Canon	172640	Compatible Canon 6685B001AA (PFI-706PC) High-Yield Photo Cyan Ink Cartridge	CompAndSave.com	PFI-706PC	0.00	PFI-706PC	2.11	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Photo Cyan Color	280 Page Yield @ 5%	Canon	PFI-706PC	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706PGY Photo Gray Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706PGY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706PGY	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706PGY.jpg		Canon	172640	Compatible Canon 6691B001AA (PFI-706PGY) High-Yield Photo Gray Ink Cartridge	CompAndSave.com	PFI-706PGY	0.00	PFI-706PGY	2.11	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Photo Gray Color	280 Page Yield @ 5%	Canon	PFI-706PGY	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706PM Photo Magenta Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706PM&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706PM	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706PM.jpg		Canon	172640	Compatible Canon 6686B001AA (PFI-706PM) High-Yield Photo Magenta Ink Cartridge	CompAndSave.com	PFI-706PM	0.00	PFI-706PM	2.12	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Photo Magenta Color	280 Page Yield @ 5%	Canon	PFI-706PM	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706R Red Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706R&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706R	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706R.jpg		Canon	172640	Compatible Canon 6687B001AA (PFI-706R) High-Yield Red Ink Cartridge	CompAndSave.com	PFI-706R	0.00	PFI-706R	2.11	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Red Color	280 Page Yield @ 5%	Canon	PFI-706R	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PFI-706Y Yellow Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-706Y&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PFI-706Y	149.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-706Y.jpg		Canon	172640	Compatible Canon 6684B001AA (PFI-706Y) High-Yield Yellow Ink Cartridge	CompAndSave.com	PFI-706Y	0.00	PFI-706Y	2.13	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Yellow Color	280 Page Yield @ 5%	Canon	PFI-706Y	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PG-210 Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-210&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-210	14.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-210.jpg		Canon	172640	Replacement for Canon PG-210 PG210 Black Inkjet Cartridge	CompAndSave.com	PG-210	3.99	PG-210	0.126875	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	280 Page Yield @ 5%	Canon	PG-210	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PG-210XL Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-210XL&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-210XL	16.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-210XL.jpg		Canon	172640	Replacement for Canon PG-210XL PG210XL High Yield Black Inkjet Cartridge	CompAndSave.com	PG-210XL	3.99	PG-210XL	0.126875	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	400 Page Yield @ 5%	Canon	PG-210XL	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PG-240 Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-240&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-240	15.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-240.jpg		Canon	172640	Replacement for Canon PG-240 PG240 Black Inkjet Cartridge	CompAndSave.com	PG-240	3.99	PG-240	0.143125	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	180 Page Yield @ 5%	Canon	PG-240	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PG-240XL Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-240XL&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-240XL	18.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-240XL.jpg		Canon	172640	Replacement for Canon PG-240XL PG240XL High Yield Black Inkjet Cartridge	CompAndSave.com	PG-240XL	3.99	5206B001	0.151875	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	300 Page Yield @ 5%	Canon	PG-240XL	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PG-240XXL Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-240XXL&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-240XXL	23.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-240XXL.jpg		Canon	172640	Replacement for Canon PG-240XXL PG240XXL Extra High Yield Black Inkjet Cartridge	CompAndSave.com	PG-240XXL	3.99	5204B001	0.10875	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	600 Page Yield @ 5%	Canon	PG-240XXL	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PG30 Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-30&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-30	11.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-30.jpg		Canon	172640	Replacement for Canon PG-30 PG30 Black Inkjet Cartridge	CompAndSave.com	PG-30	3.99	PG-30	0.13375	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	219 Page Yield @ 5%	Canon	PG-30	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PG40 Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-40&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-40	12.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-40.jpg		Canon	172640	Replacement for Canon PG-40 PG40 Black Inkjet Cartridge	CompAndSave.com	PG-40	3.99	PG-40	0.14125	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	327 Page Yield @ 5%	Canon	PG-40	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PG50 Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG-50&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG-50	13.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG-50.jpg		Canon	172640	Replacement for Canon PG-50 PG50 High Capacity Black Inkjet Cartridge	CompAndSave.com	PG-50	3.99	PG-50	0.141875	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	510 Page Yield @ 5%	Canon	PG-50	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PG-40 OEM Black Ink cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PG40&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PG40	19.4900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PG40.jpg		Canon	172640	Canon OEM PG-40 Genuine Black Inkjet Cartridge	CompAndSave.com	PG40	3.99	PG-40	0.15375	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	327 Page Yield @ 5%	Canon	PG40	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PGI-220Bk Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PGI-220BK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PGI-220BK	4.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PGI-220BK.jpg		Canon	172640	(With Chip) Compatible Canon PGI-220BK PGI220BK Pigment Black Inkjet Cartridge for Canon Pixma Printers	CompAndSave.com	PGI-220BK	3.99	PGI-220BK	0.093125	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Pigment Black (Thick black in size) Color	327 Page Yield @ 5%	Canon	PGI-220BK	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PGI-225BK Inkjet Cartridge Black	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PGI-225BK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PGI-225BK	4.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PGI-225BK.jpg		Canon	172640	(With Chip) Compatible Canon PGI-225BK PGI225BK Pigment Black Inkjet Cartridge for Canon Pixma Printers	CompAndSave.com	PGI-225BK	3.99	PGI-225BK	0.0925	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Pigment Black (Thick black in size) Color	340 Page Yield @ 5%	Canon	PGI-225BK	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PGI-250XL HY Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PGI-250XLBK&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PGI-250XLBK	4.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PGI-250XLBK.jpg		Canon	172640	(With Chip) Compatible Canon PGI-250XL High Yield Pigment Black Inkjet Cartridge PGI250XL 6432B001 for Canon Pixma Printers	CompAndSave.com	PGI-250XLBK	3.99	PGI-250XLBK	0.121875	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Pigment Black (Thick black in size) Color	500 Page Yield @ 5%	Canon	PGI-250XLBK	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PGI-255XXL EHY Black Inkjet Cartridge	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PGI-255XXL&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PGI-255XXL	5.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PGI-255XXL.jpg		Canon	172640	(With Chip) Compatible Canon PGI-255XXL Extra High Yield Black Inkjet Cartridge PGI255XXL 8050B001 for Canon Pixma Printers	CompAndSave.com	PGI-255XXL	3.99	8050B001	0.15125	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Black Color	880 Page Yield @ 5%	Canon	PGI-255XXL	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PGI-29C Inkjet Cartridge Cyan	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PGI-29C&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PGI-29C	13.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PGI-29C.jpg		Canon	172640	Compatible Canon PGI-29C Cyan Ink Cartridge for Pixma Pro-1	CompAndSave.com	PGI-29C	3.99	PGI-29C	0.1875	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Cyan Color	880 Page Yield @ 5%	Canon	PGI-29C	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PGI-29CO Inkjet Chroma Optimizer	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PGI-29CO&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PGI-29CO	13.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PGI-29CO.jpg		Canon	172640	Compatible Canon PGI-29CO Chroma Optimizer Ink Cartridge for Pixma Pro-1	CompAndSave.com	PGI-29CO	3.99	PGI-29CO	0.1875	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Chroma Optimizer Color	880 Page Yield @ 5%	Canon	PGI-29CO	ink	ink cartridges
Electronics  > Computers & Accessories  > Cables & Accessories  > Printer Ink & Toner  > Inkjet Printer Ink	Canon PGI-29DGY Inkjet Cartridge Dark Gray	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PGI-29DGY&utm_source=amazon&utm_medium=shoppingengine&utm_campaign=amazonshopping	INK-Canon-PGI-29DGY	13.9900	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PGI-29DGY.jpg		Canon	172640	Compatible Canon PGI-29DGY Dark Gray Ink Cartridge for Pixma Pro-1	CompAndSave.com	PGI-29DGY	3.99	PGI-29DGY	0.18625	One year money back guarantee!	Save an extra 10% off now	Free shipping for orders above $50	Dark Gray Color	880 Page Yield @ 5%	Canon	PGI-29DGY	ink	ink cartridges
