link	title	description	image_link	price	id	payment_accepted	product_type	shipping	tax	model_number	quantity	mpn	gtin	weight	condition	expiration_date	brand	availability	google_product_category	online_only
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-301GY&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-301GY Gray Ink Cartridge	Compatible Canon 1495B001AA (PFI-301GY) Gray Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-301GY.jpg	99.9900	INK-Canon-PFI-301GY	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-301GY	9998	PFI-301GY			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-301M&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-301M Magenta Ink Cartridge	Compatible Canon 1488B001AA (PFI-301M) Magenta Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-301M.jpg	99.9900	INK-Canon-PFI-301M	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-301M	9999	PFI-301M			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-301MBK&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-301MBK Matte Black Ink Cartridge	Compatible Canon 1485B001AA (PFI-301MBK) Matte Black Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-301MBK.jpg	99.9900	INK-Canon-PFI-301MBK	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-301MBK	9997	PFI-301MBK			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-301PC&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-301PC Photo Cyan Ink Cartridge	Compatible Canon 1490B001AA (PFI-301PC) Photo Cyan Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-301PC.jpg	99.9900	INK-Canon-PFI-301PC	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-301PC	9998	PFI-301PC			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-301PGY&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-301PGY Photo Gray Ink Cartridge	Compatible Canon 1496B001AA (PFI-301PGY) Photo Gray Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-301PGY.jpg	99.9900	INK-Canon-PFI-301PGY	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-301PGY	9999	PFI-301PGY			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-301PM&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-301PM Photo Magenta Ink Cartridge	Compatible Canon 1491B001AA (PFI-301PM) Photo Magenta Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-301PM.jpg	99.9900	INK-Canon-PFI-301PM	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-301PM	9997	PFI-301PM			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-301R&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-301R Red Ink Cartridge	Compatible Canon 1492B001AA (PFI-301R) Red Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-301R.jpg	99.9900	INK-Canon-PFI-301R	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-301R	9999	PFI-301R			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-301Y&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-301Y Yellow Ink Cartridge	Compatible Canon 1489B001AA (PFI-301Y) Yellow Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-301Y.jpg	99.9900	INK-Canon-PFI-301Y	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-301Y	9998	PFI-301Y			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-302BK&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-302BK Black Ink Cartridge	Compatible Canon 2216B001AA (PFI-302BK) Black Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-302BK.jpg	99.9900	INK-Canon-PFI-302BK	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-302BK	9999	PFI-302BK			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-302GY&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-302GY Gray Ink Cartridge	Compatible Canon 2217B001AA (PFI-302GY) Gray Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-302GY.jpg	99.9900	INK-Canon-PFI-302GY	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-302GY	9999	PFI-302GY			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-302MBK&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-302MBK Matte Black Ink Cartridge	Compatible Canon 2215B001AA (PFI-302MBK) Matte Black Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-302MBK.jpg	99.9900	INK-Canon-PFI-302MBK	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-302MBK	9999	PFI-302MBK			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-302PGY&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-302PGY Photo Gray Ink Cartridge	Compatible Canon 2218B001AA (PFI-302PGY) Photo Gray Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-302PGY.jpg	99.9900	INK-Canon-PFI-302PGY	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-302PGY	9999	PFI-302PGY			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701B&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701B Blue Inkjet Cartridge	Compatible Canon 0908B001AA (PFI-701B) Blue Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701B.jpg	139.9900	INK-Canon-PFI-701B	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701B	9999	PFI-701B			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701BK&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701BK Black Inkjet Cartridge	Compatible Canon 0900B001AA (PFI-701BK) Black Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701BK.jpg	139.9900	INK-Canon-PFI-701BK	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701BK	9998	PFI-701BK			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701C&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701C Cyan Inkjet Cartridge	Compatible Canon 0901B001AA (PFI-701C) Cyan Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701C.jpg	139.9900	INK-Canon-PFI-701C	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701C	9999	PFI-701C			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701G&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701G Green Inkjet Cartridge	Compatible Canon 0907B001AA (PFI-701G) Green Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701G.jpg	139.9900	INK-Canon-PFI-701G	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701G	9998	PFI-701G			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701GY&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701GY Gray Inkjet Cartridge	Compatible Canon 0909B001AA (PFI-701GY) Gray Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701GY.jpg	139.9900	INK-Canon-PFI-701GY	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701GY	9999	PFI-701GY			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701M&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701M Magenta Inkjet Cartridge	Compatible Canon 0902B001AA (PFI-701M) Magenta Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701M.jpg	139.9900	INK-Canon-PFI-701M	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701M	9998	PFI-701M			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701MBK&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701MBK Matte Black Inkjet Cartridge	Compatible Canon 0899B001AA (PFI-701MBK) Matte Black Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701MBK.jpg	139.9900	INK-Canon-PFI-701MBK	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701MBK	9998	PFI-701MBK			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701PC&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701PC Photo Cyan Inkjet Cartridge	Compatible Canon 0904B001AA (PFI-701PC) Photo Cyan Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701PC.jpg	139.9900	INK-Canon-PFI-701PC	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701PC	9999	PFI-701PC			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701PGY&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701PGY Photo Gray Inkjet Cartridge	Compatible Canon 0910B001AA (PFI-701PGY) Photo Gray Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701PGY.jpg	139.9900	INK-Canon-PFI-701PGY	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701PGY	9999	PFI-701PGY			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701PM&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701PM Photo Magenta Inkjet Cartridge	Compatible Canon 0905B001AA (PFI-701PM) Photo Magenta Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701PM.jpg	139.9900	INK-Canon-PFI-701PM	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701PM	9998	PFI-701PM			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701R&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701R Red Inkjet Cartridge	Compatible Canon 0906B001AA (PFI-701R) Red Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701R.jpg	139.9900	INK-Canon-PFI-701R	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701R	9999	PFI-701R			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-701Y&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-701Y Yellow Inkjet Cartridge	Compatible Canon 0903B001AA (PFI-701Y) Yellow Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-701Y.jpg	139.9900	INK-Canon-PFI-701Y	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-701Y	9999	PFI-701Y			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-702BK&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-702BK Black Inkjet Cartridge	Compatible Canon 2220B001AA (PFI-702BK) Black Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-702BK.jpg	139.9900	INK-Canon-PFI-702BK	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-702BK	9999	PFI-702BK			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-702GY&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-702GY Gray Inkjet Cartridge	Compatible Canon 2221B001AA (PFI-702GY) Gray Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-702GY.jpg	139.9900	INK-Canon-PFI-702GY	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-702GY	9999	PFI-702GY			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-702MBK&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-702MBK Matte Black Inkjet Cartridge	Compatible Canon 2219B001AA (PFI-702MBK) Matte Black Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-702MBK.jpg	139.9900	INK-Canon-PFI-702MBK	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-702MBK	9999	PFI-702MBK			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-702PGY&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-702PGY Photo Gray Inkjet Cartridge	Compatible Canon 2222B001AA (PFI-702PGY) Photo Gray Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-702PGY.jpg	139.9900	INK-Canon-PFI-702PGY	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-702PGY	9999	PFI-702PGY			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-703BK&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-703BK Black Ink Cartridge	Compatible Canon 2963B001AA (PFI-703BK) Black Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-703BK.jpg	139.9900	INK-Canon-PFI-703BK	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-703BK	9998	PFI-703BK			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-703C&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-703C Cyan Ink Cartridge	Compatible Canon 2964B001AA (PFI-703C) Cyan Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-703C.jpg	139.9900	INK-Canon-PFI-703C	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-703C	9998	PFI-703C			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-703M&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-703M Magenta Ink Cartridge	Compatible Canon 2965B001AA (PFI-703M) Magenta Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-703M.jpg	139.9900	INK-Canon-PFI-703M	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-703M	9998	PFI-703M			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-703MBK&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-703MBK Matte Black Ink Cartridge	Compatible Canon 2962B001AA (PFI-703MBK) Matte Black Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-703MBK.jpg	139.9900	INK-Canon-PFI-703MBK	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-703MBK	9997	PFI-703MBK			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-703Y&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-703Y Yellow Ink Cartridge	Compatible Canon 2966B001AA (PFI-703Y) Yellow Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-703Y.jpg	139.9900	INK-Canon-PFI-703Y	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-703Y	9998	PFI-703Y			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704B&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-704B Blue Inkjet Cartridge	Compatible Canon 3869B001AA (PFI-704B) Blue Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704B.jpg	139.9900	INK-Canon-PFI-704B	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-704B	9996	PFI-704B			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-PFI-704BK&utm_source=thefind&utm_medium=shoppingengine&utm_campaign=thefindshopping	Canon PFI-704BK Black Inkjet Cartridge	Compatible Canon 3861B001AA (PFI-704BK) Black Ink Cartridge	http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-PFI-704BK.jpg	139.9900	INK-Canon-PFI-704BK	GoogleCheckout,Visa,MasterCard,AmericanExpress,Discover	Electronics > Print Copy Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	US::Ground:	US::0:	PFI-704BK	9994	PFI-704BK			New	2014-06-05	Canon	In Stock	Electronics > Print, Copy, Scan & Fax Accessories > Printer Accessories > Printer Consumables > Toner & Inkjet Cartridges	n
